rank;company;country;region;industry;rnd;rndGrowth;sales;salesGrowth;rndIntensity;capex;capexGrowth;capexIntensity;opProfits;opProfitsGrouth;profitability;employees;employeesGrowth;marketCap;marketCapGrowth
156;PINDUODUO;China;China;General Retailers;1244.9;30.6;13021.3;57.9;9.6;455.6;7536.6;3.5;955.9;-173.5;7.3;9762;22.2;110678;1546.5
157;HAIER SMART HOME;China;China;Household Goods & Home Construction;1242.8;24.2;31535.3;8.5;3.9;1021.7;-3;3.2;1944.9;30.3;6.2;104874;5.6;23660;21.3
158;SUZUKI MOTOR;Japan;Japan;Automobiles & Parts;1242.7;9.9;27586.1;12.3;4.5;1472.5;10.9;5.3;1420.7;-2.8;5.2;69193;0.7;18057.2;9.4
159;THERMO FISHER SCIENTIFIC;US;US;Health Care Equipment & Services;1241.4;19.1;34620.3;21.7;3.6;2227.6;71.2;6.4;9155;31.8;26.4;130000;62.5;192766.9;28.7
160;BEIGENE;China;China;Pharmaceuticals & Biotechnology;1241;8.5;1038.6;280.8;119.5;232.2;123.8;22.4;-1270.3;-13.2;-122.3;8200;54.7;25236.1;31.4
161;BLOCK;US;US;Software & Computer Services;1240.4;55.4;15593.5;86;8;118.6;-2.9;0.8;308.2;119.8;2;8521;55.6;94057.9;79.8
162;ATLASSIAN CORPORATION;UK;Row;Software & Computer Services;1233.6;45.1;2474.7;34.2;49.8;62.3;123.9;2.5;-94;-204.7;-3.8;8813;37;44499.5;105
163;SERVICENOW;US;US;Software & Computer Services;1233.4;36.4;5205.7;30.5;23.7;346.1;-6.5;6.6;226.9;29.2;4.4;16881;28.9;112577.3;37.9
164;TOKYO ELECTRON;Japan;Japan;Technology Hardware & Equipment;1223.4;15.8;15490.8;43.2;7.9;434.1;4.4;2.8;4632.8;86.9;29.9;15634;8;57413.2;74
165;EISAICO;Japan;Japan;Pharmaceuticals & Biotechnology;1223.2;13.6;5846.2;17.1;20.9;224.4;51.6;3.8;415.5;1;7.1;11322;0.8;20831.1;-1.9
166;MITSUBISHI CHEMICAL;Japan;Japan;Chemicals;1210.5;24.2;30744.6;22.1;3.9;1892.9;-0.6;6.2;2370.2;491.8;7.7;69784;0.3;11246.4;55.8
167;FAURECIA;France;EU;Automobiles & Parts;1206.3;1.6;15617.8;8.1;7.7;528.6;14.6;3.4;583.5;288.7;3.7;111140;-0.5;5637.4;11.9
168;LLOYDS BANKING;UK;Row;Banks;1206.3;2.6;19362.2;7.9;6.2;3828.8;63.9;19.8;8186.6;463;42.3;65076;-5.2;36858;54.8
169;RENESAS;Japan;Japan;Electronic & Electrical Equipment;1201.1;16.6;7687.6;38.9;15.6;285.6;65.9;3.7;1408.5;182.8;18.3;20962;11.8;17767;100.2
170;CHINA ENERGY ENGINEERING;China;China;Construction & Materials;1195.3;27.1;44055.2;17.6;2.7;1946.3;95.6;4.4;2536.2;8.6;5.8;115325;-2.1;1153.6;46.7
171;BECTON DICKINSON;US;US;Health Care Equipment & Services;1182.2;22.2;17877.4;18.3;6.6;1086.9;52;6.1;2664.7;70.2;14.9;75000;4.2;63822.8;2.7
172;ACTIVISION BLIZZARD;US;US;Software & Computer Services;1180.5;16.3;7772.4;8.9;15.2;70.6;2.6;0.9;2945.4;18;37.9;9800;3.2;56560;-0.6
173;HONEYWELL;US;US;General Industrials;1176.9;-0.1;30365.5;5.4;3.9;790.2;-1.2;2.6;6614.9;12.8;21.8;99000;-3.9;141365.4;37.8
174;TOSHIBA;Japan;Japan;General Industrials;1174.6;1;25797.1;9.3;4.6;732.7;-19.3;2.8;1228.8;6.4;4.8;116224;-0.9;16806.3;56.4
175;FUJIFILM;Japan;Japan;Electronic & Electrical Equipment;1163.7;-1.1;19526;15.2;6;974.5;26;5;1775.8;38.8;9.1;75474;3;36076.3;79.7
176;ANALOG DEVICES;US;US;Technology Hardware & Equipment;1144.4;23.4;6461.5;30.6;17.7;303.4;107.4;4.7;1686;21.6;26.1;24700;55.3;52975.9;39.1
177;UBISOFT ENTERTAINMENT;France;EU;Software & Computer Services;1137.3;-2.3;2125.2;-4.4;53.5;67;-14.2;3.2;248.7;-15.7;11.7;20665;1.7;6675.2;-20.8
178;DEUTSCHE BANK;Germany;EU;Banks;1106;21.4;25596;5.2;4.3;550;7.4;2.1;3390;232;13.2;82969;-2;21680.4;29.9
179;HANGZHOU HIKVISION DIGITAL TECHNOLOGY;China;China;Electronic & Electrical Equipment;1102.2;30.4;11121.4;28.5;9.9;429.4;54.6;3.9;2578.6;18.5;23.2;52752;23.6;58009.6;38.2
180;STRYKER;US;US;Health Care Equipment & Services;1090.4;25.5;15105.1;19.2;7.2;463.5;7.8;3.1;3326;27.8;22;46000;7;92259.7;40.7
181;SEAGEN;US;US;Pharmaceuticals & Biotechnology;1084.8;48.5;1390;-27.6;78;46.2;-36.5;3.3;-602.2;-214.3;-43.3;2675;27.9;26922.3;10.7
182;3M;US;US;General Industrials;1082.5;8.5;31215.8;9.9;3.5;1415.3;6.8;4.5;6615.7;7.5;21.2;95000;0;99491.4;20
183;ABB;Switzerland;RoW;Industrial Engineering;1074.5;9.3;25556.2;-4;4.2;724;18.2;2.8;4906.4;242;19.2;104400;-1.1;67370.8;39.8
184;CNH INDUSTRIAL;Netherlands;EU;Industrial Engineering;1072.8;27.9;29561.2;28.9;3.6;460;-38.6;1.6;2139.3;-625.6;7.2;71895;12.3;19712.1;109.3
185;TELECOM ITALIA;Italy;EU;Fixed Line Telecommunications;1072;-4.5;15316;-3.1;7;2665;-23.4;17.4;590;-72.2;3.9;47930;-8.4;5875.8;-3.1
186;BOSTON SCIENTIFIC;US;US;Health Care Equipment & Services;1063;5.7;10496.2;19.9;10.1;489.1;47.3;4.7;1538.1;372.1;14.7;41000;7.9;56760.5;9.5
187;MODERNA;US;US;Pharmaceuticals & Biotechnology;1056.9;56.1;16308.5;2199.1;6.5;250.8;321.1;1.5;11739.4;-1842.3;72;2700;107.7;134248.2;493.8
188;CORTEVA;US;US;Chemicals;1048;3.9;13822.2;10.1;7.6;505.9;20.6;3.7;1162.8;56.2;8.4;21000;0;28502.7;51.1
189;ILLUMINA;US;US;Pharmaceuticals & Biotechnology;1046.3;73.8;3996.1;39.7;26.2;183.6;10.1;4.6;-108.6;-121.2;-2.7;9850;25.5;59213.6;28.6
190;MAZDA MOTOR;Japan;Japan;Automobiles & Parts;1040.7;5.6;24122.5;8.3;4.3;942.7;69.9;3.9;800.4;1268.6;3.3;48750;-2.1;4664.5;40.4
191;THALES;France;EU;Aerospace & Defence;1040.7;-0.8;17857.2;5.1;5.8;518.4;11.6;2.9;1450;88.7;8.1;81098;0.5;18338.2;31.2
192;SANY HEAVY INDUSTRY;China;China;Industrial Engineering;1029.4;23.3;14294.7;7;7.2;1427.6;103.6;10;1814.4;-27.4;12.7;23695;-3.6;30867.8;18.7
193;L'OREAL;France;EU;Personal Goods;1028.7;6.7;32287.6;15.3;3.2;1075.2;10.6;3.3;5735.9;27.5;17.8;85412;0;221005.3;42.7
194;CSL;Australia;RoW;Pharmaceuticals & Biotechnology;1020.8;15.5;9264.6;2.2;11;952.5;-9.8;10.3;2584.7;-6.5;27.9;25000;0;90954.8;9.2
195;GINKGO BIOWORKS;US;US;Pharmaceuticals & Biotechnology;1015.1;619.6;277.1;;366.3;49.9;;18;-1614.4;1344.3;-582.6;641;;1380;
196;LG CHEM;South Korea;RoW;General Industrials;1010.2;21.2;31738.5;41.9;3.2;4391.9;4.3;13.8;3739.3;178.4;11.8;;;39814.9;2.4
197;CHINA UNITED NETWORK COMMUNICATIONS;China;China;Mobile Telecommunications;1007.3;68.8;40848.4;7.4;2.5;9985.6;22.8;24.4;2417.5;13.1;5.9;242661;0.2;17860.6;15.5
198;PALO ALTO NETWORKS;US;US;Software & Computer Services;1006.9;48.5;3757.8;24.9;26.8;102.4;-45.9;2.7;-268.5;69.9;-7.1;10473;30.7;39650.5;81
199;CADENCE DESIGN SYSTEMS;US;US;Software & Computer Services;1001.5;9.6;2638.4;11.4;38;57.7;-31.1;2.2;687;18.8;26;9300;5.7;39950.5;46.3
200;ACCENTURE;Ireland;EU;Support Services;987.4;28.5;44617.1;14;2.2;512.2;-3.2;1.1;6729.2;17;15.1;624000;23.3;198034.8;40.9
201;AUTODESK;US;US;Software & Computer Services;984.3;19.5;3872.9;15.7;25.4;49.4;-38.5;1.3;545.3;-1.8;14.1;12600;9.6;60192;26.5
202;CARL ZEISS;Germany;EU;Health Care Equipment & Services;981.4;17;7528.9;19.6;13;756;56.2;10;1479.5;60.5;19.7;33741;4.8;;
203;NEC;Japan;Japan;Software & Computer Services;976.1;10.2;23301.1;0.7;4.2;440.3;-4;1.9;1024.5;-13.8;4.4;117418;2.4;12191.9;3.4
204;KLA;US;US;Technology Hardware & Equipment;975.7;19;8133.4;33.1;12;271.3;32.7;3.3;3432;56.2;42.2;;;45845.4;62.8
205;CONTEMPORARY AMPEREX TECHNOLOGY;China;China;Electronic & Electrical Equipment;973.9;133;16643.5;169.8;5.9;6066.1;229;36.4;2754;181.7;16.5;83601;152.7;139215.7;297.2
206;MITSUBISHI HEAVY INDUSTRIES;Japan;Japan;General Industrials;971.7;-14.4;29842.7;4.3;3.3;999.2;-11.6;3.3;848.7;-216.4;2.8;77991;-2.5;7586.9;10.5
207;NORTHROP GRUMMAN;US;US;Electronic & Electrical Equipment;971.2;2.5;31491.3;-3.1;3.1;1249.3;-0.4;4;3241.2;-9.7;10.3;88000;-9.3;51979.6;3.1
208;ROLLS-ROYCE;UK;Row;Aerospace & Defence;964.3;-9.6;13738.8;-2;7;389;-43.9;2.8;689.1;-128.5;5;44000;-8.7;11399.8;106.4
209;CUMMINS;US;US;Industrial Engineering;962.4;20.7;21208.7;21.3;4.5;648.1;39;3.1;1942.4;21.1;9.2;59900;3.6;29920.9;10.7
210;TCL;China;China;Electronic & Electrical Equipment;960.2;123.9;22223.7;112;4.3;4276.5;-6.7;19.2;2692.6;347.5;12.1;65159;34.4;12754.9;2.7
211;SUMITOMO ELECTRIC;Japan;Japan;Electronic & Electrical Equipment;951.3;3.6;26036;15.4;3.7;1345.6;4.3;5.2;894.7;10.6;3.4;281075;-2;9025.5;17.7
212;DASSAULT SYSTEMES;France;EU;Software & Computer Services;949.3;1.5;4860.1;9.2;19.5;84.5;-33.5;1.7;1019.4;52.2;21;20496;3.6;64294;53.8
213;CHINA TELECOM;China;China;Technology Hardware & Equipment;944;47.8;60921;11.7;1.5;11759.6;-4.4;19.3;4289.2;8.1;7;278922;-0.8;4273.8;7.1
214;FERRARI;Netherlands;EU;Automobiles & Parts;936.8;10.6;4270.9;23.4;21.9;352.3;-1.3;8.2;1068.6;50.2;25;4609;1.2;35461.9;11.3
215;CHINA MOBILE;China;China;Mobile Telecommunications;925.3;36.3;117566.8;10.4;0.8;28090.1;6.9;23.9;18314.2;4.6;15.6;449934;-1;109309;-12.9
216;SPLUNK;US;US;Software & Computer Services;920.4;28.5;2360.6;19.9;39;9.4;-71.2;0.4;-963.8;41.9;-40.8;7000;7.7;22124.4;-28.8
217;SAUDI ARABIAN OIL;Saudi Arabia;RoW;Oil & Gas Producers;912.1;36.8;353583.5;74.2;0.3;28170;18.4;8;183599.2;105.3;51.9;68493;2.5;1820707.1;-1.1
218;WEICHAI POWER;China;China;Automobiles & Parts;910;13.2;27401.1;3.6;3.3;833.1;4.3;3;1818.3;6.9;6.6;42953;-5.3;4316.4;25.3
219;APTIV;UK;Row;Automobiles & Parts;909.4;0.6;13789.5;19.5;6.6;539.5;4.6;3.9;1049.8;-43.9;7.6;155000;2.6;36348.7;77
220;DONGFENG MOTOR;China;China;Automobiles & Parts;901.2;23.8;15662.7;4.2;5.8;637.6;14.2;4.1;-176.9;-191.3;-1.1;122061;-1.8;2754.8;58.4
221;GREE ELECTRICAL APPLIANCES;China;China;Construction & Materials;893.5;4.6;19925.4;11;4.5;793.8;26.5;4;3409.1;4.4;17.1;81884;-2.5;33998.4;-24.6
222;REALTEK SEMICONDUCTOR;Taiwan;RoW;Technology Hardware & Equipment;891.2;46.7;3364.1;35.7;26.5;80;40.8;2.4;557.9;101.9;16.6;;;9021.2;45.8
223;JUNIPER NETWORKS;US;US;Technology Hardware & Equipment;889.3;5.1;4181;6.5;21.3;88.3;-0.4;2.1;380;2.2;9.1;10191;2.4;8319.7;13.6
224;SPOTIFY;Luxembourg;EU;Software & Computer Services;887;8.3;9668;22.7;9.2;85;9;0.9;94;-132.1;1;6617;18.5;37087;-16.9
225;FUJITSU;Japan;Japan;Software & Computer Services;879.9;-7.7;27728.8;-0.1;3.2;1107.4;11.2;4;1694.6;-20.1;6.1;124216;-1.7;32485.5;46.9
226;MICROCHIP TECHNOLOGY;US;US;Technology Hardware & Equipment;873.3;18.3;6022.3;25.4;14.5;326.8;299.7;5.4;1659.1;87.9;27.5;21000;7.7;38074.3;55.7
227;HYUNDAI MOBIS;South Korea;RoW;Automobiles & Parts;868.7;15.3;31029.7;13.9;2.8;710.1;-14.7;2.3;1518;11.5;4.9;;;19573.1;23.5
228;MURATA MANUFACTURING;Japan;Japan;Electronic & Electrical Equipment;860.4;9.4;14012.1;11.2;6.1;1163.7;-24.7;8.3;3336.3;37.8;23.8;77581;3.2;47640.8;45.2
229;TEVA PHARMACEUTICAL INDUSTRIES;Israel;RoW;Pharmaceuticals & Biotechnology;853.8;-3;14019.1;-4.7;6.1;496.2;-2.8;3.5;1509.8;-147.7;10.8;37537;-6.7;9614.3;-3.6
230;UNILEVER;UK;Row;Food Producers;847;5.9;52444;3.4;1.6;1108;28.4;2.1;8628;3.7;16.5;148000;-0.7;124541.4;101.5
231;LUXSHARE PRECISION INDUSTRY;China;China;Electronic & Electrical Equipment;843.9;14.9;21075.7;66.1;4;1741.8;67.5;8.3;1161.4;2.6;5.5;228152;32.3;32968.5;-38
232;INTESA SANPAOLO;Italy;EU;Banks;843;6;22293;-0.9;3.8;775;80.2;3.5;5181;53.6;23.2;97698;-3.3;46584.5;34
233;TELEFONICA;Spain;EU;Fixed Line Telecommunications;835;-12.9;39277;-8.8;2.1;6164;-12.2;15.7;14713;147.9;37.5;104150;-7.7;23575.5;33.6
234;HUNAN VALIN STEEL;China;China;Industrial Engineering;824.4;43.3;22321.8;46.6;3.7;632.7;7.1;2.8;1683.6;38.8;7.5;24066;1.9;6181.5;116.9
235;LYFT;US;US;Industrial Transportation;819.5;0.7;2832.7;35.7;28.9;69.9;-15.4;2.5;-983;-34.7;-34.7;4453;-4.7;13723.6;72.7
236;SEAGATE TECHNOLOGY;Ireland;EU;Technology Hardware & Equipment;815.8;2.3;9430.5;1.6;8.7;439.7;-14.9;4.7;1324.4;8.5;14;40000;-4.8;18825.6;10.7
237;BIONTECH;Germany;EU;Pharmaceuticals & Biotechnology;813.6;86.6;18976.7;3834.4;4.3;127.5;93.1;0.7;14918.1;-18200.8;78.6;3138;53.3;70487.5;9774.4
238;ISUZU MOTORS;Japan;Japan;Industrial Engineering;809.8;15.1;19437.2;31.8;4.2;775.6;2.5;4;1444.5;126.1;7.4;44299;22.3;8366.2;21.6
239;DELTA ELECTRONICS (TAIWAN);Taiwan;RoW;Electronic & Electrical Equipment;809.1;7;10033.6;11.3;8.1;734.2;29.1;7.3;1078.3;-1.2;10.7;;;22404.2;43.1
240;SERVIER;France;EU;Pharmaceuticals & Biotechnology;802;-0.1;4725;0.8;17;;;;278;-0.7;5.9;21779;-3.2;;
241;SUBARU;Japan;Japan;Automobiles & Parts;800.8;-0.5;21217.1;-3;3.8;782.7;-18.8;3.7;699.3;-15.6;3.3;36910;2.3;12109.6;-7.5
242;FRESENIUS;Germany;EU;Health Care Equipment & Services;798;0.3;37520;3.4;2.1;2047;-14.9;5.5;4158;-5.2;11.1;316078;1.5;19876.5;13.3
243;EDWARDS LIFESCIENCES;US;US;Health Care Equipment & Services;797.4;18.7;4619.9;19.3;17.3;287.7;-20;6.2;1510.6;31.3;32.7;15700;5.4;64490.1;36.9
244;NINTENDO;Japan;Japan;Leisure Goods;790.1;9.6;13106.2;-3.6;6;58.7;8.2;0.4;4582.5;-7.5;35;6717;2.2;53846.6;-6.8
245;KIRIN;Japan;Japan;Beverages;788.4;58.1;14082;-1.5;5.6;667.4;-7.2;4.7;502;-37.2;3.6;29515;-5.3;14089.3;-4.4
246;BT;UK;Row;Fixed Line Telecommunications;785.2;12.4;24730.6;-2.3;3.2;5464.5;-6;22.1;3546.5;11.6;14.3;98400;-1.3;19976.3;62.3
247;NETAPP;US;US;Technology Hardware & Equipment;777.9;0;5578.3;10;13.9;199.5;39.5;3.6;1062.2;10;19;12000;9.1;17559;89
248;FOSUN INTERNATIONAL;China;China;Pharmaceuticals & Biotechnology;766.3;26;22354.6;18;3.4;826.7;4.8;3.7;234.7;-56.6;1;96000;26.3;9324.4;12.2
249;AMADEUS;Spain;EU;Software & Computer Services;765.3;-10.6;2670;22.8;28.7;44;1.4;1.6;-83;-89.2;-3.1;15936;-3.6;23299.8;10.3
250;SAFRAN;France;EU;Aerospace & Defence;764;6.9;15133;-9;5;387;-13.8;2.6;1699;-15.6;11.2;77008;-2.4;45398.5;9.5
251;ASAHI KASEI;Japan;Japan;Chemicals;763;10;19027.7;16.9;4;1099.7;6.7;5.8;1513.9;15.3;8;46751;5.1;12241.6;27.6
252;CHINA EVERGRANDE;China;China;Automobiles & Parts;758.9;493.8;2146.4;174.8;35.4;815.4;57.6;38;-633.5;125.3;-29.5;8796;-4.5;26999.9;260.3
253;DOW;US;US;Chemicals;756.7;11.6;48532.6;42.6;1.6;1938;74.6;4;6953;238.3;14.3;35700;0;41417.1;40.3
254;TWILIO;US;US;Software & Computer Services;751.4;49;2509.1;61.3;29.9;40.7;78.4;1.6;-780.9;86.6;-31.1;7867;70;52611.5;66.9
255;SCHAEFFLER;Germany;EU;Automobiles & Parts;751;4.6;13852;9.9;5.4;634;4.1;4.6;1262;-1325.2;9.1;82981;-0.4;3682.5;294
256;EXXON MOBIL;US;US;Oil & Gas Producers;744.3;-17;244298;54.9;0.3;10662.2;-30.1;4.4;20513;-175.8;8.4;63000;-12.5;203791.1;36.7
257;GARMIN;Switzerland;RoW;Leisure Goods;741.7;19;4399.4;19;16.9;271.6;65.9;6.2;1080.2;16.1;24.6;18700;16.9;29619.2;69.3
258;BRIDGESTONE;Japan;Japan;Automobiles & Parts;738.1;0.3;28703.4;24;2.6;1245;-19.8;4.3;6526.3;1702.9;22.7;135636;-1.7;27940.1;50.7
259;BEIJING SHOUGANG;China;China;Industrial Metals & Mining;737.5;62.7;17793.3;70.2;4.1;418;-0.6;2.3;1704.9;170.9;9.6;17846;-1.8;5782.5;56.5
260;YAMAHA MOTOR;Japan;Japan;Automobiles & Parts;736.6;1.4;14011.9;23.2;5.3;516.1;29.9;3.7;1403.5;125.5;10;51249;-2.3;7580.8;67.6
261;SHOPIFY;Canada;RoW;Software & Computer Services;736.4;56.7;4071.9;57.4;18.1;44.8;21.7;1.1;237.2;198;5.8;10000;42.9;149812;44.7
262;CERNER;US;US;Software & Computer Services;731.5;4;5089.9;4.7;14.4;255.8;2;5;625.4;2.1;12.3;25150;-4.7;19925.8;0.7
263;TOTALENERGIES;France;EU;Oil & Gas Producers;727.5;-7.9;163017.8;54.2;0.4;10283.4;16.7;6.3;21073.6;-448.8;12.9;101309;-4;98606.8;12.3
264;SEA;Singapore;RoW;Software & Computer Services;726.9;135.4;8789.7;127.5;8.3;681.8;129.6;7.8;-1397.7;21.5;-15.9;67300;99.1;109750.2;1133.3
265;CUREVAC;Netherlands;EU;Pharmaceuticals & Biotechnology;722.5;725.8;103;110.7;701.6;124.2;241.9;120.6;-412.3;275.4;-400.3;884;59.6;10864;26.6
266;VITESCO TECHNOLOGIES;Germany;EU;Electronic & Electrical Equipment;721.2;0.7;8348.5;;8.6;441.3;;5.3;39.5;;0.5;37488;;1724.9;
267;SHELL;UK;Row;Oil & Gas Producers;719.6;-10.1;230888.2;44.8;0.3;16775.6;14.6;7.3;23592.6;-213.8;10.2;82000;-5.7;;
268;SHANGHAI ELECTRIC;China;China;Industrial Engineering;717.8;13.7;17679.9;-4.5;4.1;597.2;-32.8;3.4;113.9;-85.8;0.6;39015;-0.8;731.8;-4.6
269;KEYSIGHT TECHNOLOGIES;US;US;Electronic & Electrical Equipment;716.1;13.4;4362.5;17.1;16.4;153.6;48.7;3.5;953.6;47.3;21.9;14300;2.9;29172.7;79.2
270;GUANGZHOU AUTOMOBILE;China;China;Automobiles & Parts;707.9;1.3;10488.5;19.8;6.7;865.3;-5.2;8.2;-692.6;-3.8;-6.6;96989;3.5;2747.1;17.6
271;CORNING;US;US;Technology Hardware & Equipment;706.3;-20.0;12433.3;24.6;5.7;1445.3;18.9;11.6;1864.7;314.9;15.0;61200;22.1;30154.3;38.1
272;AUTOMATIC DATA PROCESSING;US;US;Support Services;705.1;11.4;14566.7;9.9;4.8;154.0;-2.4;1.1;3337.6;14.4;22.9;60000;7.1;78086.5;47.9
273;MITSUBISHI MOTORS;Japan;Japan;Automobiles & Parts;701.3;-10.5;15762.2;40.1;4.4;591.7;-3.7;3.8;663.9;-142.3;4.2;28796;-4.3;3237.4;10.2
274;ELECTRICITE DE FRANCE;France;EU;Electricity;694.0;0.1;84461.0;22.0;0.8;16102.0;6.7;19.1;6178.0;20.3;7.3;167157;1.2;36236.1;32.6
275;NIDEC;Japan;Japan;Electronic & Electrical Equipment;691.0;19.5;14828.8;18.5;4.7;762.1;10.9;5.1;1325.7;7.2;8.9;114371;1.6;58174.4;41.6
276;PINTEREST;US;US;Software & Computer Services;688.9;28.7;2276.2;52.3;30.3;8.0;-48.1;0.4;288.0;-328.9;12.7;3225;26.7;27239.3;81.2
277;AMS-OSRAM;Austria;EU;Technology Hardware & Equipment;688.0;44.8;5038.0;43.8;13.7;310.0;75.1;6.2;212.0;51.4;4.2;24499;-17.7;4943.3;16.5
278;MICHELIN;France;EU;Automobiles & Parts;682.0;5.6;23795.0;16.2;2.9;1494.0;43.5;6.3;2777.0;97.8;11.7;124760;0.9;24442.9;44.6
279;SAREPTA THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;680.9;6.8;619.7;30.0;109.9;34.0;-53.2;5.5;-401.0;-19.5;-64.7;840;-3.0;5507.2;-45.7
280;ASE TECHNOLOGY HOLDING;Taiwan;RoW;Software & Computer Services;671.3;9.1;18174.9;19.5;3.7;2260.9;14.2;12.4;2015.3;76.4;11.1;;;17976.8;112.3
281;DROPBOX;US;US;Software & Computer Services;667.4;3.9;1905.3;12.7;35.0;19.5;-72.4;1.0;243.3;-199.5;12.8;2667;-3.4;8828.2;49.7
282;SHARP;Japan;Japan;Electronic & Electrical Equipment;667.1;-0.6;19292.7;2.9;3.5;367.9;33.5;1.9;479.4;-19.1;2.5;47941;-5.0;6873.9;26.8
283;MAHLE;Germany;EU;Automobiles & Parts;665.6;3.4;10933.1;11.9;6.1;400.0;-7.5;3.7;206.0;-207.3;1.9;71298;-1.2;;
284;PEPSICO;US;US;Beverages;664.0;4.6;70169.5;12.9;0.9;4083.5;9.1;5.8;10046.8;10.0;14.3;309000;6.2;190843.1;11.5
285;LUCID;US;US;Automobiles & Parts;662.4;46.8;23.9;581.9;2767.1;371.9;-8.3;1553.7;-1351.3;155.4;-5645.1;3900;54.6;28525.2;
286;WISTRON;Taiwan;RoW;Technology Hardware & Equipment;662.0;9.0;27488.4;2.0;2.4;334.7;6.7;1.2;530.0;14.2;1.9;;;2536.6;-12.2
287;SAMSUNG SDI;South Korea;RoW;Electronic & Electrical Equipment;653.0;8.6;10084.7;20.0;6.5;1679.4;30.3;16.7;794.4;59.0;7.9;;;40574.8;75.2
288;VIATRIS;US;US;Pharmaceuticals & Biotechnology;651.4;33.0;15792.2;49.7;4.1;403.7;88.1;2.6;1685.4;38.3;10.7;37000;-17.8;15620.6;-21.3
289;CONSTELLATION SOFTWARE;Canada;RoW;Software & Computer Services;650.7;28.2;4508.2;28.6;14.4;25.6;16.0;0.6;829.9;32.0;18.4;25000;66.7;31097.3;41.6
290;KYOCERA;Japan;Japan;Electronic & Electrical Equipment;650.3;11.5;14216.3;20.4;4.6;1039.7;9.5;7.3;1151.2;103.0;8.1;83001;5.7;19985.2;12.5
291;MOTOROLA;US;US;Technology Hardware & Equipment;648.1;7.0;7214.4;10.2;9.0;214.6;12.0;3.0;1508.9;17.5;20.9;18700;3.9;36511.1;57.4
292;DEUTSCHE TELEKOM;Germany;EU;Fixed Line Telecommunications;644.5;33.9;108794.0;7.7;0.6;13616.0;5.2;12.5;13980.0;-1.7;12.8;216528;-4.3;85868.1;21.4
293;ASUSTEK COMPUTER;Taiwan;RoW;Technology Hardware & Equipment;640.6;19.0;17066.6;29.7;3.8;69.5;-15.1;0.4;1577.7;97.1;9.2;;;7673.5;33.3
294;TECHTRONIC INDUSTRIES;China;China;Electronic & Electrical Equipment;637.4;56.1;11657.4;34.6;5.5;659.1;62.7;5.7;1051.0;37.1;9.0;51426;7.1;35819.6;75.5
295;GEELY AUTOMOBILE;China;China;Automobiles & Parts;631.9;-4.6;14083.1;10.3;4.5;392.7;1.0;2.8;430.3;-36.6;3.1;44000;15.8;31245.6;71.7
296;DAIKIN INDUSTRIES;Japan;Japan;General Industrials;630.3;13.7;24035.6;24.7;2.6;882.1;8.7;3.7;2417.3;31.2;10.1;88698;4.5;62099.1;37.3
297;DANSKE BANK;Denmark;EU;Banks;627.9;21.3;6396.4;2.9;9.8;92.3;68.1;1.4;2229.9;162.9;34.9;21754;-2.8;12280.9;9.6
298;BORGWARNER;US;US;Automobiles & Parts;624.2;48.5;13100.8;46.0;4.8;589.8;44.9;4.5;1227.3;53.1;9.4;49300;-0.8;9036.1;21.7
299;GODADDY;US;US;Software & Computer Services;623.6;26.0;3369.0;15.0;18.5;45.1;-23.2;1.3;337.4;17.3;10.0;6611;-0.2;10927.9;-11.3
300;MARIS-TECH;Israel;RoW;Technology Hardware & Equipment;623.4;-9.6;1832.7;110.1;34.0;7.0;31.9;0.4;-505.8;46.5;-27.6;11;10.0;;
301;ORANGE;France;EU;Fixed Line Telecommunications;620.0;-3.6;42522.0;0.6;1.5;8749.0;2.4;20.6;2848.0;-50.9;6.7;139698;-1.7;25589.7;3.1
302;AURORA INNOVATION;US;US;Software & Computer Services;615.6;288.6;72.9;;844.8;42.4;;58.2;-645.1;235.0;-885.2;1600;;752.0;
303;UNITY SOFTWARE;US;US;Leisure Goods;615.3;72.4;980.5;43.8;62.8;37.0;4.4;3.8;-464.2;91.3;-47.3;5245;31.1;31616.8;-13.8
304;MERCADOLIBRE;US;US;Software & Computer Services;614.1;66.2;6241.8;77.9;9.8;505.9;131.9;8.1;389.1;245.1;6.2;29957;92.7;81965.4;59.8
305;HARRIS;US;US;Technology Hardware & Equipment;611.0;-31.7;15728.4;-2.1;3.9;302.0;-7.1;1.9;1750.0;61.1;11.1;47000;-2.1;41340.2;19.8
306;NIO;China;China;Automobiles & Parts;606.7;96.1;5008.4;122.3;12.1;565.3;261.7;11.3;-623.2;-2.4;-12.4;15204;95.9;;
307;COMMSCOPE;US;US;Mobile Telecommunications;603.2;-2.9;7581.4;1.8;8.0;116.0;8.4;1.5;203.8;275.3;2.7;30000;0.0;2848.7;59.2
308;CHINA NATIONAL CHEMICAL ENGINEERING;China;China;Construction & Materials;601.5;17.1;18895.6;25.4;3.2;531.1;336.6;2.8;777.8;-1.4;4.1;42820;-3.1;9243.7;130.7
309;LONGI GREEN ENERGY TECHNOLOGY;China;China;Electronic & Electrical Equipment;600.6;69.4;11159.1;48.3;5.4;679.7;1.6;6.1;1500.2;10.4;13.4;49967;7.2;67113.5;103.1
